,location,total_sqft,bath,price,bhk,encoded_location
5086,Kengeri Satellite Town,920.0,2.0,39.0,2,136
5087,Chandapura,778.0,2.0,25.29,2,56
5088,Nagasandra,1310.0,3.0,95.0,4,170
5089,Electronic City,1631.0,3.0,80.0,3,74
5090,Kanakpura Road,525.0,1.0,27.5,1,127
5091,Jalahalli,1395.0,3.0,82.0,3,111
5092,others,2000.0,3.0,105.0,3,230
5093,Hennur Road,1232.0,2.0,66.0,2,96
5094,others,1075.0,2.0,55.0,2,230
5095,Gubbalala,1205.0,2.0,70.0,2,84
5096,Rayasandra,1179.0,2.0,55.0,3,189
5097,Kodigehaali,1013.0,2.0,51.0,2,139
5098,Uttarahalli,1160.0,2.0,40.6,2,216
5099,7th Phase JP Nagar,1200.0,2.0,62.5,2,7
5100,others,1200.0,3.0,99.0,3,230
5101,Marathahalli,1065.0,2.0,55.0,2,161
5102,Lakshminarayana Pura,1395.0,2.0,75.0,2,153
5103,others,1007.0,2.0,43.0,2,230
5104,Kengeri,1436.0,2.0,55.0,3,135
5105,others,4250.0,6.0,150.0,6,230
5106,Kengeri,1200.0,2.0,58.0,2,135
5107,Mysore Road,940.0,2.0,43.61,2,166
5108,KR Puram,4300.0,6.0,175.0,6,115
5109,Dodda Nekkundi,1829.0,3.0,125.0,3,67
5110,others,1000.0,2.0,60.0,2,230
5111,others,5720.0,3.0,350.0,3,230
5112,Hebbal,1390.0,2.0,95.0,2,92
5113,Lakshminarayana Pura,1500.0,3.0,104.0,3,153
5114,Vijayanagar,2047.0,3.0,136.0,3,220
5115,Jakkur,1202.0,2.0,79.0,2,110
5116,others,1012.0,2.0,59.0,2,230
5117,Gunjur,2132.0,3.0,80.0,3,85
5118,Whitefield,605.0,1.0,40.0,1,224
5119,Harlur,1331.0,2.0,88.0,2,91
5120,Margondanahalli,1200.0,2.0,69.0,2,162
5121,others,1280.0,2.0,49.0,3,230
5122,Balagere,1007.0,2.0,62.0,2,26
5123,Thanisandra,1370.0,2.0,61.0,3,209
5124,others,925.0,2.0,35.0,2,230
5125,TC Palaya,1500.0,2.0,75.0,2,207
5126,Hennur Road,1341.0,2.0,95.0,2,96
5127,others,1350.0,2.0,47.25,3,230
5128,Tumkur Road,992.0,2.0,60.0,2,214
5129,Uttarahalli,1163.0,2.0,68.0,2,216
5130,Sarjapur  Road,1229.0,2.0,70.0,2,194
5131,others,600.0,2.0,39.0,2,230
5132,Electronic City Phase II,1219.0,2.0,61.26,2,75
5133,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,184
5134,Kasavanhalli,1147.0,2.0,60.0,2,130
5135,Akshaya Nagar,1412.0,2.0,88.0,3,12
5136,Sarjapur  Road,1044.0,2.0,34.77,2,194
5137,Nagarbhavi,1190.0,2.0,63.0,2,169
5138,others,1240.0,2.0,65.0,3,230
5139,Jigani,1352.0,3.0,65.0,3,113
5140,others,1100.0,2.0,55.0,2,230
5141,Uttarahalli,1330.0,2.0,39.9,3,216
5142,others,1700.0,3.0,111.0,3,230
5143,Electronic City,1355.0,2.0,67.0,2,74
5144,Ramamurthy Nagar,1200.0,2.0,46.0,2,188
5145,Kengeri,400.0,2.0,25.0,1,135
5146,Sarjapur  Road,1342.0,2.0,70.0,2,194
5147,Begur Road,1615.0,3.0,50.87,3,40
5148,others,1340.0,2.0,65.0,2,230
5149,Devanahalli,1080.0,2.0,52.0,2,66
5150,Hennur Road,2700.0,3.0,150.0,3,96
5151,others,1780.0,3.0,110.0,3,230
5152,Amruthahalli,1605.0,3.0,65.0,3,15
5153,Kammanahalli,1200.0,2.0,80.0,2,124
5154,Margondanahalli,900.0,2.0,49.0,2,162
5155,Sarjapur,1830.0,3.0,88.0,3,193
5156,others,1800.0,4.0,68.0,5,230
5157,Uttarahalli,1065.0,2.0,42.59,2,216
5158,others,900.0,2.0,65.0,3,230
5159,others,946.0,2.0,45.0,2,230
5160,Laggere,1500.0,1.0,60.0,1,152
5161,Sarjapur  Road,1711.0,3.0,110.0,3,194
5162,Kudlu Gate,1656.0,3.0,80.0,3,148
5163,Uttarahalli,1075.0,2.0,46.76,2,216
5164,Harlur,1752.12,3.0,133.0,3,91
5165,others,1540.0,3.0,85.0,3,230
5166,LB Shastri Nagar,665.0,1.0,32.0,1,151
5167,Sector 2 HSR Layout,1665.0,3.0,110.0,3,196
5168,Electronics City Phase 1,1145.0,2.0,54.0,2,76
5169,Whitefield,1185.0,2.0,41.0,2,224
5170,Marathahalli,1693.0,3.0,125.0,3,161
5171,Uttarahalli,1155.0,2.0,40.6,2,216
5172,others,1610.0,2.0,64.4,3,230
5173,Whitefield,1200.0,3.0,56.58,3,224
5174,EPIP Zone,1709.0,3.0,80.0,3,73
5175,Gottigere,1400.0,2.0,50.0,3,82
5176,KR Puram,1200.0,2.0,42.0,2,115
5177,others,1439.0,3.0,57.23,3,230
5178,Kasavanhalli,1375.0,2.0,72.0,2,130
5179,Vijayanagar,1200.0,2.0,75.0,3,220
5180,Yelahanka,1315.0,2.0,75.0,2,226
5181,Yelahanka,3600.0,6.0,200.0,6,226
5182,Vijayanagar,1178.0,2.0,82.0,2,220
5183,Bannerghatta Road,1430.0,3.0,59.0,3,35
5184,Mahadevpura,1400.0,2.0,65.8,3,156
5185,Thanisandra,1093.0,2.0,72.0,2,209
5186,Horamavu Banaswadi,1200.0,2.0,45.0,2,99
5187,Magadi Road,5000.0,6.0,360.0,5,155
5188,Whitefield,2210.0,3.0,156.0,3,224
5189,Uttarahalli,1150.0,2.0,70.0,2,216
5190,others,1435.0,2.0,60.0,3,230
5191,Whitefield,1173.0,2.0,78.2,2,224
5192,Thanisandra,1140.0,2.0,39.0,2,209
5193,others,1717.0,3.0,120.0,3,230
5194,Mallasandra,1325.0,2.0,65.0,2,158
5195,Hoodi,1370.0,3.0,67.0,3,97
5196,others,1409.0,2.0,62.0,3,230
5197,Bellandur,1200.0,2.0,52.0,2,41
5198,Thanisandra,1200.0,2.0,53.5,2,209
5199,Whitefield,1740.0,4.0,130.0,3,224
5200,Hennur Road,1232.0,2.0,88.0,2,96
5201,Chandapura,1200.0,2.0,36.0,2,56
5202,others,1250.0,2.0,50.0,2,230
5203,Bommanahalli,2100.0,4.0,85.0,4,48
5204,5th Phase JP Nagar,552.0,1.0,23.5,1,5
5205,Uttarahalli,1065.0,2.0,42.59,3,216
5206,others,1225.0,2.0,65.0,2,230
5207,Padmanabhanagar,1067.0,2.0,52.0,2,178
5208,Sarjapur,1364.0,2.0,56.0,3,193
5209,others,1750.0,3.0,75.0,3,230
5210,Bannerghatta Road,1240.0,2.0,71.0,2,35
5211,Hulimavu,1200.0,2.0,75.0,2,105
5212,Kaggadasapura,1540.0,3.0,75.0,3,118
5213,others,1504.0,2.0,102.0,3,230
5214,others,1116.0,2.0,49.8,2,230
5215,Hennur Road,2365.0,4.0,175.0,3,96
5216,Vijayanagar,864.0,2.0,45.0,2,220
5217,Hoskote,1069.0,2.0,38.0,3,103
5218,Hebbal,1333.0,2.0,100.0,2,92
5219,others,1800.0,4.0,145.0,4,230
5220,Thanisandra,1698.0,3.0,107.0,3,209
5221,JP Nagar,1275.0,2.0,43.6,3,109
5222,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,184
5223,Hennur,1160.0,2.0,49.0,2,95
5224,Sarjapur  Road,1484.0,2.0,65.0,3,194
5225,Hennur Road,1310.0,2.0,66.0,2,96
5226,others,3000.0,4.0,240.0,4,230
5227,Varthur,2145.0,3.0,165.0,3,217
5228,Jigani,1230.0,3.0,60.0,3,113
5229,others,1150.0,2.0,60.0,2,230
5230,Munnekollal,1385.0,2.0,66.5,3,164
5231,Tumkur Road,1066.0,2.0,52.5,2,214
5232,Thanisandra,2293.0,3.0,80.26,3,209
5233,others,1625.0,3.0,92.0,3,230
5234,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,184
5235,7th Phase JP Nagar,1000.0,2.0,70.65,2,7
5236,Nagavarapalya,907.0,2.0,38.0,2,172
5237,Ulsoor,3500.0,4.0,138.0,4,215
5238,Varthur,1395.0,2.0,79.0,3,217
5239,others,1180.0,2.0,50.0,2,230
5240,Banaswadi,1903.0,6.0,140.0,5,32
5241,Electronic City,1175.0,2.0,47.0,2,74
5242,others,1272.0,2.0,51.5,2,230
5243,others,1490.0,2.0,92.0,3,230
5244,Yeshwanthpur,1144.0,2.0,67.0,2,229
5245,others,2400.0,5.0,140.0,4,230
5246,Hormavu,1143.0,2.0,53.0,2,100
5247,Karuna Nagar,2500.0,3.0,190.0,3,129
5248,others,1044.0,2.0,60.0,2,230
5249,Prithvi Layout,1352.0,3.0,93.0,2,181
5250,Hennur Road,1552.0,3.0,75.0,3,96
5251,Bellandur,1785.0,3.0,120.0,3,41
5252,Pai Layout,810.0,2.0,34.5,2,179
5253,Banashankari Stage V,1650.0,3.0,51.98,3,30
5254,others,1595.0,3.0,70.39,3,230
5255,Whitefield,1060.0,2.0,35.0,2,224
5256,Babusapalaya,1410.0,2.0,65.0,3,25
5257,Nagarbhavi,1523.0,2.0,56.0,3,169
5258,Kanakpura Road,1591.0,3.0,122.0,3,127
5259,others,1640.0,3.0,84.0,3,230
5260,Yelahanka New Town,450.0,1.0,16.0,1,227
5261,Bannerghatta Road,1305.0,2.0,60.0,3,35
5262,Yelahanka,1590.0,3.0,54.0,3,226
5263,Kaggadasapura,1240.0,2.0,45.0,2,118
5264,others,1200.0,2.0,54.0,2,230
5265,Dodda Nekkundi,1100.0,2.0,41.16,2,67
5266,Channasandra,1310.0,2.0,45.0,3,57
5267,others,959.0,2.0,42.5,2,230
5268,Yelahanka,1390.0,2.0,70.21,2,226
5269,Hulimavu,1576.0,2.0,46.0,2,105
5270,Kenchenahalli,1280.0,2.0,69.0,3,134
5271,Kasturi Nagar,1000.0,2.0,58.0,2,131
5272,Marathahalli,1196.0,2.0,57.9,2,161
5273,Sarjapur  Road,1220.0,3.0,57.0,3,194
5274,Ambalipura,950.0,2.0,31.95,2,13
5275,others,1141.0,2.0,55.0,2,230
5276,5th Phase JP Nagar,1200.0,2.0,51.0,2,5
5277,Kasavanhalli,1380.0,2.0,55.0,3,130
5278,Doddathoguru,855.0,2.0,32.0,2,70
5279,Chandapura,922.0,2.0,36.0,2,56
5280,others,1200.0,2.0,43.2,2,230
5281,7th Phase JP Nagar,1070.0,2.0,42.0,2,7
5282,others,1293.0,2.0,75.0,2,230
5283,R.T. Nagar,1380.0,2.0,50.0,3,182
5284,Yelahanka New Town,1599.0,3.0,80.0,3,227
5285,Nehru Nagar,967.0,2.0,41.1,2,174
5286,others,1885.0,3.0,90.0,3,230
5287,others,860.0,2.0,65.5,2,230
5288,Sarjapur  Road,1050.0,2.0,63.5,2,194
5289,Marathahalli,1595.0,3.0,88.0,3,161
5290,Sarjapur  Road,1350.0,2.0,102.0,2,194
5291,Hebbal,1204.0,2.0,45.0,2,92
5292,Sarjapur  Road,2990.0,4.0,240.0,4,194
5293,Sarjapur  Road,1035.0,2.0,49.0,2,194
5294,others,1000.0,2.0,29.95,2,230
5295,Sarjapur  Road,1457.0,3.0,85.0,3,194
5296,Bannerghatta,1100.0,2.0,66.0,2,34
5297,Whitefield,1655.0,3.0,120.0,3,224
5298,Kanakpura Road,1691.2,3.0,115.0,3,127
5299,Ramagondanahalli,1215.0,2.0,46.1,2,187
5300,Kanakpura Road,1155.0,2.0,50.125,2,127
5301,Hoodi,1639.0,3.0,129.0,3,97
5302,Sarjapur  Road,1685.0,3.0,135.0,3,194
5303,Hormavu,1100.0,2.0,38.0,2,100
5304,Marathahalli,2122.0,3.0,125.0,3,161
5305,others,1050.0,2.0,47.0,2,230
5306,Kengeri,1230.0,2.0,45.0,2,135
5307,5th Phase JP Nagar,1240.0,3.0,60.0,3,5
5308,Electronic City Phase II,1252.0,2.0,65.0,3,75
5309,others,1374.0,2.0,88.0,3,230
5310,8th Phase JP Nagar,500.0,1.0,30.0,1,8
5311,Banashankari,1040.0,2.0,45.0,2,27
5312,Sarjapur  Road,1350.0,2.0,68.0,2,194
5313,Hennur,2400.0,3.0,135.0,3,95
5314,Haralur Road,1560.0,3.0,90.0,3,90
5315,Anandapura,1151.0,2.0,43.16,2,16
5316,Uttarahalli,1360.0,2.0,47.59,3,216
5317,others,1250.0,2.0,60.0,2,230
5318,Hennur Road,1015.0,2.0,50.0,2,96
5319,Kadugodi,1351.0,2.0,78.0,3,117
5320,Yelahanka New Town,960.0,2.0,50.0,2,227
5321,others,1110.0,2.0,52.0,2,230
5322,R.T. Nagar,1680.0,3.0,72.0,3,182
5323,Arekere,2400.0,3.0,180.0,3,21
5324,others,1350.0,3.0,48.6,3,230
5325,Horamavu Banaswadi,1254.0,2.0,47.0,2,99
5326,CV Raman Nagar,1051.0,2.0,61.0,2,54
5327,Uttarahalli,1099.0,2.0,65.0,2,216
5328,Hebbal,2650.0,4.0,199.0,3,92
5329,others,2000.0,2.0,160.0,4,230
5330,Whitefield,1125.0,2.0,45.0,2,224
5331,Vittasandra,1650.0,3.0,85.0,3,223
5332,others,834.0,1.0,62.0,1,230
5333,Gollarapalya Hosahalli,1320.0,3.0,60.0,3,81
5334,Mysore Road,1500.0,3.0,74.0,3,166
5335,Kanakpura Road,1576.0,1.0,125.0,1,127
5336,Whitefield,1180.0,2.0,70.0,2,224
5337,Kadugodi,1010.0,2.0,50.0,2,117
5338,Channasandra,1070.0,2.0,38.0,2,57
5339,Choodasandra,1580.0,3.0,105.0,3,61
5340,Green Glen Layout,2000.0,3.0,165.0,3,83
5341,Sanjay nagar,1200.0,2.0,76.0,3,191
5342,Kalena Agrahara,1040.0,2.0,45.0,2,121
5343,Hulimavu,1430.0,2.0,90.0,3,105
5344,Thanisandra,1564.0,3.0,105.0,3,209
5345,Hormavu,750.0,2.0,58.0,2,100
5346,Kasavanhalli,1200.0,2.0,60.0,2,130
5347,Begur Road,1200.0,2.0,44.4,2,40
5348,others,2000.0,4.0,135.0,4,230
5349,Yelahanka,1650.0,3.0,105.0,3,226
5350,Yelahanka,1200.0,2.0,55.0,2,226
5351,Kengeri Satellite Town,985.0,2.0,42.0,2,136
5352,Ramagondanahalli,1475.0,2.0,63.0,3,187
5353,Sarjapur  Road,1157.0,2.0,53.99,3,194
5354,others,900.0,2.0,35.0,2,230
5355,Gottigere,2500.0,3.0,120.0,4,82
5356,GM Palaya,1030.0,2.0,60.0,2,78
5357,others,1000.0,2.0,46.0,2,230
5358,Kasavanhalli,4260.0,4.0,333.0,4,130
5359,Kudlu,1570.0,2.0,65.94,3,147
5360,Kanakapura,1283.0,2.0,68.0,2,126
5361,others,1200.0,2.0,52.0,2,230
5362,Konanakunte,2400.0,2.0,180.0,3,143
5363,Yelahanka,990.0,2.0,37.62,2,226
5364,others,1280.0,2.0,90.0,2,230
5365,others,1190.0,2.0,55.0,2,230
5366,Yelachenahalli,1100.0,2.0,60.0,2,225
5367,Harlur,1133.0,2.0,55.0,2,91
5368,Somasundara Palya,2400.0,3.0,140.0,4,202
5369,Whitefield,1280.0,2.0,69.0,2,224
5370,Horamavu Agara,1250.0,3.0,65.0,3,98
5371,Begur Road,1565.0,2.0,49.3,3,40
5372,others,1900.0,3.0,65.0,3,230
5373,Munnekollal,1080.0,2.0,45.0,2,164
5374,Battarahalli,600.0,1.0,47.0,1,38
5375,HRBR Layout,1335.0,2.0,87.0,3,88
5376,JP Nagar,3496.5,2.0,237.5,3,109
5377,Sarjapur  Road,1385.0,3.0,55.0,3,194
5378,others,1578.0,3.0,73.9,3,230
5379,Sarjapur  Road,1700.0,3.0,79.9,3,194
5380,Vidyaranyapura,1120.0,2.0,70.0,2,219
5381,Electronic City,435.0,1.0,22.0,1,74
5382,Magadi Road,1116.0,2.0,51.89,2,155
5383,Old Madras Road,1480.0,3.0,95.0,3,177
5384,Hormavu,1000.0,2.0,50.0,2,100
5385,HSR Layout,1145.0,2.0,46.0,2,89
5386,Bommasandra,800.0,1.0,32.0,2,49
5387,Thanisandra,1265.0,2.0,83.0,2,209
5388,Devanahalli,1700.0,3.0,88.2,3,66
5389,others,1475.0,2.0,70.0,2,230
5390,BTM 2nd Stage,1265.0,2.0,55.0,2,23
5391,Brookefield,1080.0,2.0,50.0,2,52
5392,Whitefield,2023.0,4.0,130.0,3,224
5393,others,2400.0,2.0,125.0,2,230
5394,Kadubeesanahalli,1545.0,2.0,66.0,3,116
5395,6th Phase JP Nagar,1350.0,2.0,58.0,3,6
5396,Hoodi,1108.0,2.0,74.23,2,97
5397,Marathahalli,1730.0,3.0,115.0,3,161
5398,others,1427.0,2.0,70.0,3,230
5399,Yelahanka,935.0,2.0,35.53,2,226
5400,Sarjapura - Attibele Road,1073.0,2.0,31.77,2,195
5401,Ananth Nagar,960.0,2.0,37.0,2,17
5402,Thigalarapalya,2215.0,4.0,150.0,3,210
5403,Brookefield,1230.0,2.0,55.0,2,52
5404,Mahadevpura,1438.0,2.0,89.0,2,156
5405,7th Phase JP Nagar,1080.0,2.0,75.0,2,7
5406,Uttarahalli,1590.0,3.0,58.0,3,216
5407,others,1350.0,3.0,68.0,3,230
5408,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3,184
5409,Kaggadasapura,1560.0,2.0,72.0,3,118
5410,Mallasandra,1810.0,3.0,57.0,4,158
5411,others,2274.24,4.0,160.0,3,230
5412,Sonnenahalli,1484.0,3.0,74.18,3,204
5413,others,1455.0,2.0,55.0,3,230
5414,Thanisandra,2280.0,4.0,184.0,3,209
5415,Bharathi Nagar,1351.0,2.0,74.0,2,43
5416,Kanakpura Road,1223.0,2.0,42.81,3,127
5417,KR Puram,1430.0,2.0,61.0,3,115
5418,Sarjapur  Road,984.0,2.0,55.0,2,194
5419,Jalahalli,1770.0,3.0,100.0,3,111
5420,Margondanahalli,1140.0,2.0,60.0,2,162
5421,Bommanahalli,1170.0,2.0,34.0,2,48
5422,others,1570.0,3.0,80.0,3,230
5423,others,1495.0,2.0,65.0,3,230
5424,Hoodi,1530.0,2.0,67.0,3,97
5425,Gunjur,1800.0,3.0,70.0,3,85
5426,Bellandur,1088.0,2.0,48.0,2,41
5427,Hosa Road,1533.0,3.0,98.18,3,101
5428,Rachenahalli,1100.0,2.0,68.0,2,183
5429,Thubarahalli,1540.0,3.0,90.0,3,211
5430,Hebbal,1244.0,3.0,48.0,2,92
5431,Hosa Road,1040.0,2.0,68.59,2,101
5432,Begur Road,1260.0,2.0,39.69,2,40
5433,Thigalarapalya,1245.0,2.0,100.0,2,210
5434,others,1350.0,3.0,75.0,3,230
5435,Vijayanagar,920.0,2.0,60.0,2,220
5436,others,2300.0,7.0,160.0,6,230
5437,Yelahanka New Town,2095.0,3.0,109.0,4,227
5438,Begur Road,1100.0,2.0,71.42,2,40
5439,Vijayanagar,1019.0,2.0,58.0,2,220
5440,Harlur,1756.0,3.0,128.0,3,91
5441,Bommasandra,1280.0,3.0,50.0,3,49
5442,Whitefield,2134.0,4.0,118.0,3,224
5443,Hosa Road,1369.1,2.0,98.0,2,101
5444,others,2515.0,4.0,155.0,3,230
5445,Thigalarapalya,2215.0,4.0,154.0,3,210
5446,others,1440.0,3.0,72.0,3,230
5447,Hennur Road,1186.0,2.0,55.33,3,96
5448,Hebbal,1800.0,3.0,140.0,3,92
5449,Kudlu,1600.0,3.0,79.0,3,147
5450,GM Palaya,1000.0,2.0,35.0,2,78
5451,Kambipura,1082.0,2.0,45.5,3,123
5452,Nagarbhavi,1050.0,2.0,80.0,2,169
5453,others,1200.0,2.0,56.0,2,230
5454,Begur,3500.0,4.0,185.0,3,39
5455,Dasarahalli,1220.0,2.0,52.0,2,65
5456,Kanakapura,2130.0,4.0,120.0,4,126
5457,Harlur,1749.0,3.0,120.0,3,91
5458,Doddaballapur,1576.0,2.0,48.0,3,68
5459,others,1670.0,3.0,75.0,3,230
5460,Hennur Road,2264.0,3.0,168.0,3,96
5461,Begur,1100.0,2.0,55.0,2,39
5462,Chandapura,674.0,1.0,19.9,2,56
5463,Electronics City Phase 1,1125.0,2.0,65.0,2,76
5464,Nagavara,1125.0,2.0,44.5,2,171
5465,others,700.0,2.0,29.0,2,230
5466,BTM Layout,1300.0,2.0,75.0,3,24
5467,JP Nagar,1600.0,3.0,83.0,3,109
5468,Magadi Road,1052.0,2.0,60.0,3,155
5469, Devarachikkanahalli,1130.0,2.0,36.0,2,0
5470,Electronic City,1500.0,2.0,63.0,3,74
5471,Gottigere,1230.0,2.0,52.0,3,82
5472,Haralur Road,1520.0,2.0,85.0,3,90
5473,Kanakpura Road,525.0,1.0,26.25,1,127
5474,Hosa Road,1040.0,2.0,61.0,2,101
5475,others,1300.0,2.0,67.0,3,230
5476,Old Airport Road,2690.0,4.0,201.0,4,176
5477,Panathur,1140.0,2.0,51.2,2,180
5478,Nagavarapalya,646.0,1.0,25.84,1,172
5479,Kadugodi,1890.0,4.0,125.0,3,117
5480,Whitefield,1458.0,2.0,62.0,3,224
5481,Green Glen Layout,1970.0,3.0,160.0,3,83
5482,Whitefield,1808.0,4.0,80.0,3,224
5483,Balagere,1007.0,2.0,67.0,2,26
5484,Doddathoguru,1105.0,2.0,50.0,2,70
5485,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,184
5486,Chandapura,1080.0,2.0,45.0,2,56
5487,Kaggalipura,1150.0,2.0,62.0,3,119
5488,Ramamurthy Nagar,1200.0,2.0,57.9,2,188
5489,Kudlu Gate,1656.0,3.0,75.0,3,148
5490,KR Puram,1040.0,2.0,50.0,2,115
5491,Hosur Road,1085.0,2.0,33.7,2,104
5492,others,1215.0,2.0,49.75,3,230
5493,NRI Layout,2150.0,4.0,115.0,4,168
5494,Panathur,1210.0,2.0,77.0,2,180
5495,others,1050.0,2.0,55.0,2,230
5496,Malleshpalya,1421.0,2.0,90.0,2,159
5497,Old Madras Road,1425.0,2.0,74.31,3,177
5498,Budigere,1162.0,2.0,58.0,2,53
5499,Whitefield,905.0,1.0,60.0,1,224
5500,Sarjapur  Road,914.0,2.0,32.0,2,194
5501,others,1258.0,2.0,58.0,2,230
5502,Hormavu,3500.0,4.0,289.0,4,100
5503,Whitefield,1537.0,2.0,70.0,3,224
5504,Chikkalasandra,1230.0,2.0,53.51,3,60
5505,Hosur Road,2000.0,4.0,69.0,4,104
5506,Indira Nagar,3200.0,3.0,250.0,4,108
5507,Anjanapura,950.0,2.0,32.0,2,19
5508,Marathahalli,4000.0,4.0,200.0,4,161
5509,Yelahanka,1282.0,2.0,48.72,3,226
5510,Jakkur,1220.0,2.0,49.0,3,110
5511,7th Phase JP Nagar,1415.0,3.0,65.0,3,7
5512,Green Glen Layout,1728.0,3.0,125.0,3,83
5513,Yelahanka,3990.0,4.0,260.0,4,226
5514,Kasavanhalli,1495.0,2.0,83.0,2,130
5515,Yeshwanthpur,2501.0,3.0,138.0,3,229
5516,Kanakpura Road,381.0,1.0,28.0,1,127
5517,Hennur Road,2002.0,3.0,120.0,3,96
5518,others,3200.0,3.0,260.0,3,230
5519,Banjara Layout,1200.0,2.0,70.0,2,33
5520,Bommasandra,1942.0,3.0,90.0,3,49
5521,Electronics City Phase 1,1522.5,2.0,60.75,3,76
5522,others,1450.0,3.0,90.0,3,230
5523,Electronic City,1039.0,2.0,50.0,2,74
5524,Old Madras Road,1210.0,2.0,80.0,2,177
5525,Yelahanka,1620.0,3.0,90.0,3,226
5526,Hebbal Kempapura,3408.0,3.0,260.0,3,93
5527,Marathahalli,1314.0,2.0,55.0,2,161
5528,Bisuvanahalli,945.0,2.0,33.0,2,47
5529,Nehru Nagar,1374.0,3.0,72.0,3,174
5530,Kanakpura Road,1603.0,3.0,113.0,3,127
5531,Kengeri,1230.0,2.0,52.0,3,135
5532,others,670.0,1.0,50.0,1,230
5533,Sarjapur  Road,1864.0,3.0,105.0,4,194
5534,Hosa Road,2500.0,3.0,100.0,3,101
5535,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3,184
5536,Whitefield,1186.0,2.0,55.0,2,224
5537,Electronic City,770.0,1.0,39.9,2,74
5538,Varthur,1085.0,2.0,45.0,2,217
5539,others,1893.0,3.0,115.0,3,230
5540,Kundalahalli,1496.0,2.0,78.0,3,150
5541,Electronics City Phase 1,1550.0,2.0,82.0,3,76
5542,Marathahalli,1200.0,2.0,58.17,3,161
5543,Electronic City Phase II,1286.0,2.0,69.0,2,75
5544,Hebbal,1860.0,3.0,95.0,3,92
5545,Haralur Road,1243.0,2.0,45.0,2,90
5546,Brookefield,1200.0,2.0,75.0,2,52
5547,Sarjapur,1044.0,2.0,32.0,2,193
5548,7th Phase JP Nagar,1040.0,2.0,41.59,2,7
5549,8th Phase JP Nagar,1125.0,2.0,36.94,2,8
5550,Subramanyapura,1278.0,2.0,59.0,3,205
5551,others,2400.0,6.0,98.0,6,230
5552,others,1250.0,2.0,43.0,2,230
5553,Vijayanagar,2400.0,6.0,125.0,5,220
5554,Lakshminarayana Pura,1210.0,2.0,75.0,2,153
5555,Sarjapur  Road,1157.0,2.0,57.84,3,194
5556,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,184
5557,Kalena Agrahara,1450.0,3.0,100.0,3,121
5558,Old Madras Road,1859.0,3.0,121.0,3,177
5559,Ramamurthy Nagar,1305.0,3.0,60.0,3,188
5560,Thanisandra,784.0,1.0,35.285,1,209
5561,Kasavanhalli,5000.0,2.0,400.0,2,130
5562,Sarjapur  Road,1150.0,2.0,36.8,2,194
5563,Whitefield,1806.0,3.0,85.0,3,224
5564,Kudlu,1027.0,2.0,42.0,2,147
5565,Uttarahalli,1002.0,2.0,40.08,2,216
5566,Electronic City Phase II,1220.0,2.0,36.21,3,75
5567,Whitefield,1109.0,2.0,35.22,2,224
5568,Hennur Road,1232.0,2.0,69.6,2,96
5569,Kalyan nagar,1250.0,2.0,65.0,2,122
5570,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2,184
5571,Akshaya Nagar,1434.0,3.0,84.0,3,12
5572,Doddathoguru,925.0,2.0,30.0,2,70
5573,Jakkur,1858.0,3.0,123.0,3,110
5574,others,1205.0,2.0,70.0,2,230
5575,others,1500.0,3.0,90.0,3,230
5576,Thanisandra,965.0,2.0,56.0,2,209
5577,Battarahalli,1636.0,2.0,82.89,2,38
5578,Whitefield,1216.0,2.0,67.0,2,224
5579,Yelahanka,654.0,1.0,36.25,1,226
5580,others,1190.0,2.0,41.0,2,230
5581,Budigere,1636.0,3.0,92.0,3,53
5582,Hennur Road,1195.0,2.0,73.0,2,96
5583,others,1250.0,2.0,67.0,2,230
5584,Whitefield,1452.0,3.0,90.0,3,224
5585,Thanisandra,1546.0,3.0,95.0,3,209
5586,others,2260.0,3.0,80.0,2,230
5587,others,2700.0,3.0,90.0,4,230
5588,JP Nagar,3000.0,3.0,150.0,4,109
5589,others,375.0,1.0,26.0,1,230
5590,Balagere,1007.0,2.0,66.0,2,26
5591,Kanakpura Road,1576.0,1.0,125.0,1,127
5592,Hennur Road,1020.0,2.0,47.0,2,96
5593,others,800.0,3.0,59.5,2,230
5594,Marathahalli,1125.0,2.0,55.0,2,161
5595,others,909.0,2.0,43.0,3,230
5596,others,1400.0,2.0,85.0,2,230
5597,Kadugodi,1152.0,2.0,61.0,2,117
5598,Subramanyapura,958.0,2.0,34.49,2,205
5599,Bellandur,1310.0,2.0,85.0,2,41
5600,Hosur Road,1590.0,2.0,126.0,3,104
5601,Green Glen Layout,1645.0,3.0,110.0,3,83
5602,others,1800.0,2.0,100.0,3,230
5603,Thanisandra,777.0,1.0,38.535,1,209
5604,others,925.0,2.0,70.0,2,230
5605,Basavangudi,1542.14,3.0,120.0,3,36
5606,Thanisandra,1430.0,2.0,54.0,3,209
5607,Bommanahalli,1020.0,2.0,55.0,2,48
5608,Anekal,967.0,2.0,45.0,3,18
5609,Hebbal,2470.0,4.0,203.0,4,92
